boat_items
;
model,category,description;
FY850,Sala de máquinas,Pré filtros Racor diesel (2);
FY850,Sala de máquinas,Pré filtros Racor diesel geradores (2);
FY850,Sala de máquinas,Filtro água (2) para sistema refrigeração motores;
FY850,Sala de máquinas,Filtro água (2) para sistema refrigeração geradores;
FY850,Sala de máquinas,Antepara prova de água;
FY850,Sala de máquinas,Piso madeira anti-derrapante Garagem;
FY850,Garagem,Escotilha submersível eletro-hidráulica com teca no lado interno;
FY850,Garagem,Piso em fibra de vidro com superfície anti-derrapante;
FY850,Garagem,Escotilhas de inspeção (3) para a sala de má¬quinas;
FY850,Garagem,Iluminação Propulsão e controle;
FY850,Propulsão e controle,Bow thruster (30hp);
FY850,Propulsão e controle,Direção eletro-hidráulica;
FY850,Propulsão e controle,Tanque de combustível 6750l com tanque de decantação integrado e descarga;
FY850,Propulsão e controle,Escapes silenciados;
FY850,Propulsão e controle,Transmissão da linha do eixo Sistema Estabilização;
FY850,Sistema Estabilização,Flaps EQUIPAMENTOS ELETRÔNICOS Sistema monitoramento;
FY850,Sistema monitoramento,Sistema de gestão integrado com monitor touch-screen Navegação;
FY850,Navegação,Unidade controle piloto automático (2) (comando principal);
"FY850,Navegação,""Radar, Display LCD Carta náutica touch com GPS e piloto automático (3) (flybridge)""";
"FY850,Navegação,""Radar, Display LCD Carta náutica touch com GPS e sonda de profundidade (3) (comando prin¬cipal) SISTEMAS Sistema de extinção de incêndio""";
FY850,Sistema de extinção de incêndio,FM200 FIREBOY sistema de combate incêndio na praça de máquinas com controle manual/ automático;
FY850,Sistema de extinção de incêndio,Extintores portáteis;
"FY850,Sistema de extinção de incêndio,""Shut off de emergência na sala de máquinas (desligamento do motor e do gerador, ventiladores (2) desli¬gados, ativação do sistema de extinção de incêndio)""";
FY850,Sistema de extinção de incêndio,Sistema de alarme de detecção de fumaça Sistema ar-condicionado;
FY850,Sistema ar-condicionado,Sistema de ar-condicionado tropical em todas as cabines (banheiros inclusos) Sistema Elétrico;
FY850,Sistema Elétrico,Carregador de bateria automático para baterias de motor 24V;
FY850,Sistema Elétrico,Banco de Bateria 12V auxiliar dos geradores;
"FY850,Sistema Elétrico,""Carregador de bateria para bateria de serviço auxiliar, com chave para carregar o banco do bow-thruster 24 V (2)""";
FY850,Sistema Elétrico,Carregador de baterias para gerador (2);
FY850,Sistema Elétrico,Chaves seccionadoras da bateria: mecânica (sala de máquinas) e eletrônica (cockpit);
FY850,Sistema Elétrico,Caixa de disjuntor;
FY850,Sistema Elétrico,Chave Carling 100 A para energia de cais;
FY850,Sistema Elétrico,Proteção catódica com anodos de zinco;
FY850,Sistema Elétrico,Tomadas 120 V duplas em cada caixa;
"FY850,Sistema Elétrico,""Gerador 21,5kW- 1 principal e 1 auxiliar""";
FY850,Sistema Elétrico,Aterramento para válvulas de água salgada e guarda-corpos;
"FY850,Sistema Elétrico,""Tomadas GFI (Ground fault interrupters) em todos os banheiros, cozinha e casa de máquinas""";
FY850,Sistema Elétrico,Banco de baterias 24 V para motores;
FY850,Sistema Elétrico,Banco de baterias 24 V para serviço;
FY850,Sistema Elétrico,Iluminação LED interna/externa;
FY850,Sistema Elétrico,Inversor de luzes LED 24 V DC/ 120 V AC para geladeira;
FY850,Sistema Elétrico,Inversor de luzes LED 24 V DC/ 120 V AC para serviço;
FY850,Sistema Elétrico,Transformador isolado 25kVA (2);
FY850,Sistema Elétrico,Iluminação 24 V;
FY850,Sistema Elétrico,Banco de Bateria 12V principal dos geradores;
FY850,Sistema Elétrico,Chaves seccionadoras manuais da bateria (2) para geradores;
FY850,Sistema Elétrico,Interruptor paralelo da bateria elétrica mecânica (cockpit) e instantânea (comando principal);
"FY850,Sistema Elétrico,""Preparação para decoder em todas as cabines: cabo, conectores, antena de satélite""";
FY850,Sistema Elétrico,Preparação para TV na cabine da tripulação;
FY850,Sistema Elétrico,Tomada de cais 100 A 240V (2);
FY850,Sistema Elétrico,Sistema de proteção GFI para energia de cais 100 A – 30mA Sistema de bombas de porão;
"FY850,Sistema de bombas de porão,""Bombas elétricas (2) para drenagem do porão (casa de máquinas, meia nau)""";
"FY850,Sistema de bombas de porão,""Bombas de porão (2 na sala de máquinas, 1 meia-nau)""";
FY850,Sistema de bombas de porão,Sucção de emergência por meio da tubulação de água salgada do motor;
"FY850,Sistema de bombas de porão,""Bombas elétricas multiuso (porão, água cinza e águas negras) Sistema de água doce e sanitário""";
FY850,Sistema de água doce e sanitário,Bomba elétrica para descarga de águas cinzas;
FY850,Sistema de água doce e sanitário,Bomba automática do tanque de águas negras;
FY850,Sistema de água doce e sanitário,Tanque de águas negras 330l com medidor (3/4 e cheio) e saída externa;
FY850,Sistema de água doce e sanitário,Conexão do vaso sanitário da tripulação com o tanque de águas negras;
FY850,Sistema de água doce e sanitário,Sistema elétrico de vasos sanitários;
FY850,Sistema de água doce e sanitário,Bomba de água doce 24 V com controle eletrônico;
FY850,Sistema de água doce e sanitário,Tanque de água doce (1320lt);
FY850,Sistema de água doce e sanitário,Válvula de três vias na cozinha;
FY850,Sistema de água doce e sanitário,Tanque de águas cinzas (330 l);
"FY850,Sistema de água doce e sanitário,""Entrada de água salgada independente para ar condicionado, com filtro""";
"FY850,Sistema de água doce e sanitário,""Entrada de água salgada independente para água salgada, com fltro""";
"FY850,Sistema de água doce e sanitário,""Entrada de água salgada separada para dessalinizador, com filtro""";
FY850,Sistema de água doce e sanitário,Sistema de incêndio e lavagem de âncora com água salgada;
FY850,Sistema de água doce e sanitário,Aquecedor de água (boiler) 230 V 80;
